Time(s) Ch1(μV) Ch2(μV) Ch3(μV) Ch4(μV)
45.296 -279.22 -247.30 -235.90 -288.76
45.300 -263.66 -231.52 -221.82 -274.97
45.304 -253.04 -220.59 -210.89 -266.19
45.308 -254.61 -221.71 -211.89 -267.15
45.312 -268.76 -236.17 -226.58 -280.27
45.316 -280.11 -248.75 -237.08 -290.19
45.320 -273.12 -241.22 -230.29 -283.96
45.324 -238.76 -205.81 -197.66 -252.84
45.328 -240.91 -208.01 -199.38 -254.74
45.332 -274.01 -241.80 -230.74 -284.63
45.336 -276.67 -244.66 -233.04 -285.41
45.340 -261.87 -229.64 -219.27 -272.29
45.344 -241.35 -209.23 -199.18 -254.01
45.348 -249.33 -217.08 -207.58 -263.08
45.352 -279.62 -247.23 -237.53 -291.35
45.356 -278.57 -246.36 -236.06 -288.58
45.360 -268.67 -236.50 -225.95 -279.37
45.364 -243.57 -210.80 -202.08 -256.64
45.368 -245.06 -212.57 -202.98 -257.58
45.372 -265.20 -232.84 -222.53 -276.13
45.376 -281.10 -248.86 -238.02 -290.91
45.381 -266.37 -233.53 -223.45 -277.16
45.385 -246.45 -214.62 -204.16 -259.08
45.389 -242.00 -209.66 -199.96 -255.30
45.393 -269.49 -236.35 -227.38 -281.39
45.397 -290.98 -258.43 -248.28 -301.17
45.401 -268.36 -236.19 -225.62 -279.08
45.405 -230.29 -198.35 -188.58 -242.94
45.409 -247.39 -214.78 -204.83 -260.08
45.413 -268.00 -235.27 -224.90 -278.86
45.417 -280.54 -248.44 -237.46 -290.06
45.421 -264.18 -231.63 -221.66 -275.19
45.425 -243.59 -210.46 -201.81 -256.78
45.429 -246.34 -214.62 -203.98 -259.53
45.433 -269.94 -238.47 -227.18 -280.98
45.437 -247.39 -214.78 -204.83 -260.08
45.441 -268.00 -235.27 -224.90 -278.86
45.445 -280.54 -248.44 -237.46 -290.06
45.449 -264.18 -231.63 -221.66 -275.19
45.453 -243.59 -210.46 -201.81 -256.78
45.457 -246.34 -214.62 -203.98 -259.53
45.462 -269.94 -238.47 -227.18 -280.98
45.466 -272.67 -240.44 -231.23 -283.38
45.470 -267.91 -235.79 -225.73 -279.17
45.474 -251.12 -219.29 -208.79 -263.75
45.478 -241.89 -209.75 -199.89 -255.01
45.482 -273.12 -240.88 -230.33 -284.05
45.486 -283.89 -251.43 -241.11 -293.90
45.490 -269.00 -237.08 -225.57 -279.58
45.494 -245.33 -213.12 -203.42 -258.41
45.498 -243.23 -211.45 -201.59 -256.73
45.502 -261.60 -228.95 -219.76 -273.00
45.506 -282.12 -250.07 -239.05 -291.33
45.510 -272.67 -240.37 -229.91 -283.46
45.514 -244.51 -211.47 -202.24 -257.43
45.519 -247.86 -215.07 -205.68 -260.91
45.523 -271.06 -239.03 -228.75 -281.94
45.527 -281.32 -249.49 -238.29 -291.11
45.531 -258.83 -226.24 -216.32 -270.25
45.535 -239.66 -207.38 -197.10 -252.51
45.539 -241.40 -209.08 -198.91 -254.34
45.543 -272.94 -240.84 -230.22 -284.11
45.547 -283.69 -251.70 -241.15 -294.08
45.551 -263.24 -231.32 -221.26 -274.41
45.555 -246.63 -214.44 -204.23 -258.92
45.559 -236.57 -203.94 -194.48 -249.58
45.563 -266.01 -233.93 -223.90 -277.36
45.567 -284.56 -252.84 -241.89 -294.42
45.571 -271.55 -239.21 -229.26 -282.35
45.575 -241.98 -209.75 -199.76 -254.94
45.580 -237.35 -205.05 -195.98 -251.12
45.584 -260.33 -228.10 -218.13 -271.51
45.588 -249.67 -215.85 -206.60 -259.17
45.757 -247.23 -213.21 -204.18 -256.11
45.926 -228.64 -194.37 -186.46 -240.04
46.095 -210.31 -175.95 -167.93 -223.16
46.265 -223.20 -189.03 -180.85 -235.79
46.434 -242.16 -208.68 -199.36 -252.22
46.603 -248.44 -214.89 -205.50 -257.94
46.773 -231.16 -197.21 -189.01 -242.16
46.942 -213.84 -179.51 -171.97 -226.33
47.111 -224.57 -190.35 -182.61 -236.68
47.280 -245.96 -212.05 -203.22 -255.79
47.450 -246.67 -212.86 -204.05 -256.31
47.619 -232.84 -198.95 -190.37 -243.90
47.788 -214.78 -180.87 -172.31 -227.03
47.957 -222.49 -188.81 -179.91 -234.25
48.127 -247.14 -213.30 -204.67 -257.98
48.296 -247.37 -213.73 -204.94 -257.31
48.465 -231.94 -197.84 -189.59 -242.99
48.635 -213.73 -179.31 -172.26 -227.07
48.804 -219.43 -185.70 -178.12 -232.39
48.973 -242.16 -208.47 -199.87 -252.15
49.142 -253.83 -220.14 -210.58 -262.97
49.312 -231.54 -197.10 -188.87 -242.65
49.481 -212.12 -177.79 -169.81 -224.79
49.650 -217.44 -183.06 -175.22 -229.57
49.819 -245.44 -211.27 -203.13 -255.79
49.989 -251.21 -217.48 -208.45 -260.78
50.158 -228.41 -194.50 -185.90 -239.34
50.327 -214.35 -180.00 -172.26 -227.29
50.496 -223.50 -189.10 -181.59 -236.30
50.666 -244.73 -211.49 -202.26 -255.19
50.835 -244.51 -210.80 -201.59 -253.78
51.004 -231.92 -197.92 -189.45 -243.05
51.174 -213.86 -179.66 -171.97 -227.00
51.343 -219.65 -185.50 -177.20 -231.85
51.512 -243.88 -210.04 -201.03 -253.89
51.681 -253.00 -219.20 -210.24 -262.36
51.851 -244.73 -211.49 -202.26 -255.19
51.855 -244.51 -210.80 -201.59 -253.78
51.858 -231.92 -197.92 -189.45 -243.05
51.862 -213.86 -179.66 -171.97 -227.00
51.866 -219.65 -185.50 -177.20 -231.85
51.870 -243.88 -210.04 -201.03 -253.89
51.874 -253.00 -219.20 -210.24 -262.36
51.878 -232.61 -198.75 -190.53 -243.61
51.882 -213.91 -179.57 -171.97 -226.67
51.886 -225.39 -191.40 -183.26 -237.51
51.889 -249.67 -216.34 -207.00 -259.91
51.893 -247.84 -213.95 -205.12 -257.81
51.897 -227.52 -193.41 -185.85 -238.87
51.901 -211.69 -177.23 -170.12 -224.84
51.905 -218.51 -184.60 -177.09 -231.43
51.909 -247.41 -213.95 -204.52 -256.69
51.913 -248.42 -214.29 -205.79 -257.69
51.917 -232.17 -198.28 -190.77 -244.37
51.920 -212.88 -178.64 -171.19 -226.20
51.924 -224.05 -189.74 -181.27 -235.74
51.928 -250.41 -216.39 -207.09 -259.77
51.932 -246.23 -212.10 -203.56 -256.04
51.936 -228.14 -194.37 -186.01 -239.07
51.940 -210.96 -177.20 -169.25 -224.23
51.944 -220.75 -186.68 -179.08 -233.60
51.948 -249.49 -215.74 -207.11 -259.75
51.951 -250.03 -216.16 -207.47 -259.57
51.955 -230.47 -196.45 -187.93 -241.00
51.959 -211.27 -177.00 -169.14 -224.10
51.963 -221.55 -187.62 -179.57 -234.31
51.967 -245.09 -211.58 -202.55 -255.08
51.971 -246.96 -213.06 -204.67 -256.51
51.975 -229.49 -195.33 -187.55 -240.57
51.979 -214.78 -180.51 -173.27 -227.50
51.982 -223.65 -189.48 -182.19 -237.02
51.986 -243.66 -209.84 -200.92 -253.49
51.990 -253.07 -219.07 -210.04 -262.32
51.994 -245.89 -212.07 -203.45 -256.58
51.998 -250.00 -216.25 -207.45 -259.93
52.002 -231.18 -196.85 -189.14 -242.72
52.006 -211.20 -176.65 -169.56 -224.21
52.010 -223.54 -189.23 -181.21 -235.45
52.013 -246.07 -212.30 -203.83 -256.84
52.017 -249.49 -215.58 -207.09 -259.53
52.021 -232.97 -198.86 -190.71 -243.90
52.025 -213.33 -179.19 -171.55 -226.33
52.029 -215.78 -181.70 -174.10 -228.32
52.033 -247.05 -212.95 -204.56 -256.62
52.037 -249.87 -215.87 -206.89 -258.72
52.041 -231.03 -197.12 -188.83 -241.64
52.044 -213.62 -179.69 -172.06 -227.03
52.048 -221.89 -187.58 -180.00 -234.34
52.052 -246.14 -211.92 -203.49 -256.06
52.056 -249.94 -215.52 -207.51 -259.64
52.060 -230.92 -196.54 -188.78 -242.14
52.064 -211.25 -176.71 -169.69 -224.72
52.068 -220.23 -186.06 -178.50 -232.50
52.072 -241.33 -207.45 -199.36 -251.90
52.075 -254.81 -220.92 -212.48 -264.31
52.079 -233.78 -199.27 -191.49 -244.22
52.083 -214.73 -179.95 -172.96 -227.67
52.087 -222.29 -187.96 -180.29 -234.63
52.091 -245.69 -211.87 -202.89 -255.03
52.095 -249.71 -216.16 -207.40 -259.21
52.099 -233.20 -198.95 -190.97 -244.39
52.103 -210.87 -176.44 -168.96 -224.01
52.106 -220.97 -187.17 -179.17 -233.62
52.110 -251.21 -217.50 -208.59 -261.72
52.114 -252.15 -217.93 -209.35 -262.16
52.118 -227.92 -193.54 -186.35 -239.90
52.122 -214.22 -180.09 -172.62 -227.14
52.126 -218.62 -184.40 -176.67 -230.60
52.130 -243.86 -210.24 -201.59 -253.63
52.134 -247.75 -213.62 -205.43 -257.51
52.137 -251.21 -217.50 -208.59 -261.72
52.142 -252.15 -217.93 -209.35 -262.16
52.146 -227.92 -193.54 -186.35 -239.90
52.150 -214.22 -180.09 -172.62 -227.14
52.154 -218.62 -184.40 -176.67 -230.60
52.158 -243.86 -210.24 -201.59 -253.63
52.162 -247.75 -213.62 -205.43 -257.51
52.166 -233.37 -198.86 -191.04 -244.75
52.170 -214.62 -180.07 -172.80 -227.65
52.174 -220.50 -186.03 -178.99 -232.79
52.178 -248.04 -214.49 -205.86 -257.87
52.182 -249.27 -215.60 -206.57 -258.48
52.186 -228.14 -193.99 -186.57 -239.59
52.190 -212.63 -178.05 -170.97 -225.33
52.194 -225.17 -190.84 -183.22 -237.35
52.198 -243.57 -209.59 -200.99 -253.40
52.202 -251.75 -217.95 -209.37 -260.96
52.206 -234.00 -199.91 -192.34 -245.56
52.210 -213.86 -179.48 -172.18 -226.91
52.214 -221.93 -187.69 -180.24 -234.81
52.218 -246.07 -211.89 -203.49 -256.04
52.222 -246.83 -212.70 -204.29 -256.29
52.226 -229.98 -195.44 -187.84 -241.53
52.230 -214.71 -179.71 -173.11 -228.08
52.234 -225.19 -190.57 -183.31 -237.20
52.238 -245.58 -211.72 -204.05 -256.91
52.243 -251.55 -217.62 -209.15 -260.87
52.247 -232.03 -197.61 -189.43 -242.47
52.251 -211.09 -176.58 -169.47 -224.08
52.255 -217.15 -183.11 -175.26 -229.17
52.259 -243.92 -209.73 -201.14 -253.45
52.263 -251.52 -217.30 -209.06 -261.72
52.267 -237.87 -204.00 -195.71 -249.24
52.271 -215.02 -180.40 -173.16 -227.63
52.275 -218.31 -183.93 -176.04 -230.00
52.279 -246.58 -212.70 -203.74 -255.35
52.283 -247.30 -213.06 -205.23 -257.22
52.287 -251.03 -216.90 -209.08 -261.02
52.307 -247.23 -212.86 -205.23 -257.18
52.327 -227.88 -193.23 -185.90 -238.98
52.347 -208.01 -173.25 -166.68 -220.97
52.367 -225.89 -191.29 -184.83 -238.76
52.388 -251.21 -217.53 -209.53 -261.90
52.408 -249.45 -215.72 -207.40 -259.03
52.428 -232.39 -197.86 -190.93 -243.88
52.448 -210.13 -175.48 -168.69 -222.76
52.468 -217.95 -183.91 -176.09 -229.62
52.488 -251.81 -217.84 -210.02 -262.28
52.508 -256.02 -221.75 -213.88 -265.85
52.529 -232.88 -198.57 -191.15 -244.68
52.549 -212.95 -178.43 -172.02 -227.14
52.569 -222.71 -188.34 -181.43 -235.01
52.589 -250.92 -216.95 -208.97 -260.91
52.609 -251.21 -217.53 -209.32 -261.38
52.629 -229.75 -195.38 -188.27 -241.80
52.649 -213.26 -178.70 -171.88 -226.56
52.669 -220.25 -185.88 -178.86 -232.28
52.690 -245.00 -210.75 -202.89 -254.79
52.710 -247.97 -213.82 -206.22 -257.92
52.730 -233.06 -198.68 -191.60 -244.77
52.750 -211.05 -176.49 -170.07 -224.39
52.770 -225.73 -191.13 -184.31 -237.84
52.790 -252.17 -218.00 -210.67 -263.06
52.810 -251.32 -217.08 -210.46 -262.23
52.830 -228.12 -192.83 -186.84 -239.54
52.851 -222.89 -188.31 -180.94 -235.41
52.871 -215.45 -181.45 -173.36 -227.50
52.891 -246.79 -213.28 -204.92 -256.98
52.911 -251.10 -217.17 -208.79 -260.84
52.931 -229.40 -194.82 -187.51 -240.44
52.951 -206.78 -171.97 -165.45 -220.16
52.971 -223.72 -189.63 -182.39 -236.48
52.991 -254.18 -220.59 -212.25 -264.40
53.012 -251.37 -217.24 -209.35 -261.14
53.032 -246.79 -213.28 -204.92 -256.98
53.036 -251.10 -217.17 -208.79 -260.84
53.040 -229.40 -194.82 -187.51 -240.44
53.044 -206.78 -171.97 -165.45 -220.16
53.049 -223.72 -189.63 -182.39 -236.48
53.053 -254.18 -220.59 -212.25 -264.40
53.057 -251.37 -217.24 -209.35 -261.14
53.061 -231.72 -197.37 -190.03 -243.37
53.065 -217.35 -182.52 -175.95 -230.58
53.070 -226.85 -192.52 -185.43 -238.83
53.074 -244.46 -210.24 -203.47 -255.95
53.078 -245.56 -211.38 -204.38 -256.37
53.082 -226.83 -192.27 -186.95 -240.86
53.087 -219.76 -185.56 -178.01 -232.48
53.091 -220.59 -186.41 -178.23 -232.01
53.095 -243.14 -208.85 -201.14 -252.91
53.099 -251.30 -217.46 -208.88 -260.84
53.103 -232.61 -198.57 -190.82 -243.95
53.108 -214.15 -179.66 -173.18 -227.47
53.112 -223.43 -188.96 -181.90 -235.59
53.116 -248.60 -214.20 -206.08 -258.12
53.120 -251.59 -217.28 -209.75 -261.47
53.124 -233.15 -198.73 -192.02 -245.09
53.129 -218.40 -183.95 -177.38 -231.54
53.133 -222.27 -188.20 -180.85 -234.45
53.137 -243.92 -209.99 -202.64 -255.84
53.141 -240.35 -206.13 -199.36 -251.93
53.145 -236.84 -202.08 -195.26 -248.24
53.150 -216.79 -182.26 -175.22 -229.62
53.154 -221.33 -186.88 -179.40 -233.04
53.158 -250.14 -216.10 -208.12 -259.97
53.162 -249.60 -215.22 -207.58 -259.03
53.167 -232.39 -197.48 -190.35 -243.63
53.171 -215.85 -181.29 -174.70 -229.24
53.175 -226.74 -192.36 -185.34 -239.23
53.179 -245.11 -210.98 -203.20 -255.35
53.183 -251.35 -216.95 -209.53 -261.36
53.188 -247.81 -213.66 -206.06 -258.30
53.192 -251.17 -216.79 -209.19 -260.98
53.196 -235.83 -200.99 -194.44 -247.46
53.200 -212.52 -177.52 -172.58 -226.78
53.204 -213.91 -179.44 -173.70 -228.12
53.208 -247.03 -213.21 -204.32 -257.02
53.212 -252.64 -218.42 -209.82 -261.52
53.216 -235.19 -200.63 -192.65 -245.56
53.220 -215.16 -180.42 -173.70 -228.35
53.224 -222.42 -188.07 -181.03 -234.85
53.228 -249.31 -215.07 -207.00 -259.19
53.232 -253.83 -219.65 -211.69 -263.44
53.236 -231.85 -197.63 -190.33 -243.46
53.240 -208.97 -173.99 -168.40 -223.23
53.244 -225.80 -191.26 -184.00 -238.43
53.249 -253.49 -219.49 -210.58 -262.21
53.253 -245.11 -210.69 -203.04 -254.45
53.257 -230.31 -195.62 -189.57 -243.84
53.261 -215.02 -180.29 -173.78 -228.59
53.265 -223.76 -189.12 -182.03 -236.28
53.269 -247.10 -212.92 -204.94 -256.84
53.273 -251.05 -216.68 -209.08 -260.78
53.277 -227.29 -192.52 -185.88 -238.65
53.281 -219.36 -184.42 -178.01 -232.32
53.285 -223.16 -188.54 -181.52 -235.41
53.289 -245.38 -211.18 -203.56 -255.46
53.293 -255.84 -221.89 -213.97 -265.58
53.297 -233.08 -198.89 -191.69 -244.71
53.301 -214.04 -179.57 -173.43 -227.85
53.305 -221.91 -187.44 -181.47 -235.54
53.309 -248.04 -213.64 -206.62 -259.55
53.313 -255.08 -220.86 -212.83 -264.78
53.318 -227.45 -192.92 -186.15 -238.54
53.322 -214.60 -180.11 -173.67 -227.85
53.326 -222.80 -188.98 -181.41 -235.32
53.330 -246.83 -212.92 -205.10 -257.31
53.334 -252.55 -218.13 -210.40 -262.10
53.338 -248.04 -213.64 -206.62 -259.55
53.342 -255.08 -220.86 -212.83 -264.78
53.346 -227.45 -192.92 -186.15 -238.54
53.350 -214.60 -180.11 -173.67 -227.85
53.354 -222.80 -188.98 -181.41 -235.32
53.358 -246.83 -212.92 -205.10 -257.31
53.362 -252.55 -218.13 -210.40 -262.10
53.366 -238.05 -203.31 -196.34 -249.15
53.370 -209.26 -174.30 -168.40 -222.51
53.374 -217.50 -182.59 -176.06 -229.80
53.378 -252.49 -218.71 -210.75 -262.95
53.382 -246.85 -212.36 -204.83 -256.55
53.386 -232.06 -197.50 -190.30 -243.68
53.390 -213.95 -179.66 -173.45 -228.57
53.394 -220.28 -185.34 -178.81 -232.39
53.398 -244.30 -210.40 -202.48 -253.94
53.402 -254.90 -220.92 -213.30 -265.43
53.406 -231.97 -197.66 -191.00 -244.10
53.411 -215.60 -180.87 -174.81 -229.13
53.415 -224.10 -189.61 -182.75 -236.64
53.419 -249.38 -215.11 -207.69 -259.55
53.423 -252.62 -218.40 -211.00 -262.30
53.427 -234.63 -200.43 -193.05 -245.91
53.431 -212.79 -178.28 -172.04 -226.80
53.435 -218.71 -184.38 -177.29 -231.12
53.439 -248.77 -214.84 -207.13 -259.64
53.443 -249.65 -215.34 -208.01 -260.17
53.447 -233.71 -199.49 -192.11 -245.15
53.451 -212.19 -177.56 -170.92 -225.55
53.455 -221.66 -187.31 -180.20 -234.07
53.459 -251.77 -217.88 -210.02 -261.90
53.463 -247.68 -213.44 -205.70 -257.54
53.467 -232.21 -197.68 -190.97 -243.99
53.471 -218.80 -184.22 -177.96 -232.35
53.475 -227.79 -193.30 -186.35 -240.12
53.479 -250.76 -216.70 -209.26 -261.38
53.483 -243.90 -209.86 -203.04 -254.83
53.487 -219.65 -185.23 -178.50 -232.15
53.508 -248.71 -214.67 -206.84 -258.59
53.528 -251.59 -217.71 -210.06 -261.78
53.548 -225.77 -191.29 -185.21 -238.14
53.569 -217.19 -182.55 -176.13 -230.40
53.589 -225.89 -191.24 -184.47 -238.31
53.609 -248.53 -214.62 -206.87 -259.32
53.630 -246.94 -213.03 -205.35 -257.63
53.650 -235.27 -200.43 -193.57 -246.92
53.670 -216.14 -181.21 -175.26 -229.93
53.691 -226.58 -191.78 -185.45 -238.87
53.711 -250.70 -216.63 -209.21 -261.18
53.731 -247.52 -213.59 -205.90 -257.51
53.752 -226.76 -192.60 -185.79 -238.58
53.772 -211.74 -177.00 -171.12 -225.46
53.792 -222.65 -188.13 -182.21 -236.39
53.813 -249.91 -215.96 -208.47 -261.05
53.833 -251.05 -217.01 -208.63 -260.02
53.853 -229.73 -195.26 -188.25 -240.64
53.874 -211.11 -176.33 -170.70 -225.24
53.894 -219.56 -184.83 -178.39 -232.06
53.914 -252.89 -218.80 -211.29 -263.28
53.935 -254.79 -221.06 -213.71 -265.76
53.955 -231.70 -197.43 -191.15 -244.51
53.975 -218.02 -183.31 -177.70 -232.06
53.996 -224.37 -189.97 -183.64 -237.51
54.016 -245.36 -211.00 -203.60 -255.53
54.036 -249.87 -215.38 -207.92 -259.37
54.057 -229.49 -194.91 -188.40 -241.62
54.077 -215.72 -180.94 -175.24 -229.69
54.097 -221.93 -187.40 -181.05 -235.01
54.118 -248.48 -213.93 -206.64 -258.99
54.138 -252.62 -217.84 -211.51 -263.53
54.158 -230.27 -195.58 -189.52 -242.99
54.179 -213.62 -179.31 -172.38 -226.85
54.199 -223.23 -188.67 -181.76 -235.59
54.219 -248.98 -214.51 -206.95 -258.97
54.240 -221.93 -187.40 -181.05 -235.01
54.244 -248.48 -213.93 -206.64 -258.99
54.248 -252.62 -217.84 -211.51 -263.53
54.252 -230.27 -195.58 -189.52 -242.99
54.256 -213.62 -179.31 -172.38 -226.85
54.260 -223.23 -188.67 -181.76 -235.59
54.264 -248.98 -214.51 -206.95 -258.97
54.268 -250.65 -216.52 -209.44 -261.16
54.272 -227.32 -193.10 -186.50 -239.36
54.276 -210.80 -176.02 -170.77 -225.22
54.280 -221.64 -187.33 -181.00 -234.74
54.284 -257.40 -223.25 -215.67 -267.73
54.288 -256.87 -222.56 -215.52 -267.19
54.292 -226.53 -192.09 -185.45 -238.31
54.296 -209.86 -175.33 -169.23 -223.61
54.300 -222.18 -187.46 -181.21 -234.85
54.304 -249.51 -215.07 -207.22 -259.53
54.308 -248.15 -213.50 -205.88 -257.54
54.312 -231.70 -197.01 -190.08 -243.16
54.316 -214.40 -179.95 -173.85 -228.35
54.320 -225.71 -191.24 -184.76 -238.43
54.324 -252.44 -218.49 -211.02 -262.68
54.328 -251.30 -216.83 -209.75 -261.69
54.332 -231.09 -196.63 -189.99 -242.72
54.336 -212.03 -177.29 -171.30 -226.13
54.340 -221.48 -187.02 -181.05 -235.07
54.344 -248.91 -215.22 -207.74 -259.26
54.348 -245.44 -211.67 -204.00 -255.37
54.352 -236.82 -202.48 -195.96 -249.02
54.356 -216.90 -182.32 -176.89 -231.39
54.360 -222.56 -188.07 -183.24 -237.73
54.364 -246.25 -211.92 -204.79 -255.95
54.368 -251.73 -217.46 -208.92 -259.88
54.372 -230.63 -195.94 -189.63 -243.39
54.376 -211.65 -177.05 -170.83 -225.64
54.380 -223.32 -188.85 -182.03 -235.45
54.384 -246.67 -212.88 -205.17 -257.05
54.388 -229.55 -195.20 -188.49 -242.45
54.392 -246.03 -211.96 -204.27 -256.62
54.396 -240.10 -205.77 -198.46 -250.25
54.400 -233.75 -199.56 -193.14 -246.03
54.404 -214.55 -179.82 -173.76 -227.90
54.408 -227.16 -192.65 -185.56 -238.94
54.412 -250.99 -216.88 -209.06 -261.22
54.416 -247.34 -213.03 -206.11 -258.30
54.420 -227.85 -193.45 -186.82 -239.59
54.424 -213.55 -178.75 -172.64 -227.03
54.428 -224.84 -190.15 -183.60 -237.69
54.432 -249.11 -214.73 -207.78 -260.02
54.437 -246.58 -212.05 -205.23 -256.84
54.441 -228.97 -194.50 -188.20 -240.84
54.445 -214.33 -179.75 -173.85 -228.14
54.449 -233.29 -199.13 -192.05 -245.40
54.453 -253.04 -218.98 -211.27 -263.28
54.457 -247.28 -213.24 -206.15 -258.14
54.461 -229.49 -195.22 -188.58 -241.76
54.465 -213.26 -178.75 -172.53 -227.00
54.469 -221.82 -187.55 -181.34 -235.05
54.473 -249.15 -215.27 -207.67 -259.70
54.477 -252.66 -218.58 -211.16 -263.01
54.481 -229.73 -195.15 -189.05 -242.23
54.485 -214.67 -180.24 -173.99 -228.48
54.489 -228.12 -193.77 -186.75 -241.06
54.493 -244.82 -210.80 -203.22 -256.06
54.497 -244.75 -210.91 -202.42 -253.89
54.501 -232.68 -198.19 -191.24 -244.80
54.505 -214.73 -180.00 -173.81 -228.57
54.509 -222.69 -188.40 -181.45 -235.34
54.513 -253.45 -219.56 -211.72 -263.44
54.518 -254.88 -220.63 -213.17 -264.85
54.522 -226.78 -192.43 -185.88 -239.21
54.526 -213.82 -179.51 -173.70 -228.57
54.530 -222.60 -188.27 -181.36 -235.32
54.534 -246.36 -212.14 -204.92 -256.84
54.538 -222.69 -188.40 -181.45 -235.34
54.542 -253.45 -219.56 -211.72 -263.44
54.546 -254.88 -220.63 -213.17 -264.85
54.550 -226.78 -192.43 -185.88 -239.21
54.554 -213.82 -179.51 -173.70 -228.57
54.558 -222.60 -188.27 -181.36 -235.32
54.562 -246.36 -212.14 -204.92 -256.84
54.566 -250.00 -215.85 -208.23 -259.91
54.570 -230.89 -196.45 -189.72 -242.58
54.574 -212.70 -177.94 -172.04 -226.33
54.578 -226.78 -192.38 -185.99 -239.61
54.582 -245.15 -211.74 -204.67 -256.35
54.586 -249.29 -215.43 -208.12 -259.73
54.590 -230.02 -195.58 -188.65 -241.78
54.595 -218.47 -184.02 -177.43 -231.79
54.599 -224.46 -190.37 -183.49 -237.46
54.603 -250.79 -217.15 -209.75 -262.16
54.607 -249.51 -215.38 -208.07 -260.44
54.611 -230.60 -195.91 -189.05 -242.32
54.615 -216.34 -181.54 -175.33 -229.82
54.619 -226.38 -191.87 -185.27 -238.98
54.623 -247.63 -213.73 -206.66 -258.41
54.627 -248.06 -213.91 -207.16 -259.48
54.631 -228.10 -193.66 -187.13 -239.90
54.635 -214.93 -180.31 -174.10 -228.84
54.639 -224.01 -189.77 -182.97 -237.02
54.643 -250.54 -216.12 -209.03 -261.02
54.647 -249.20 -214.84 -208.03 -259.97
54.651 -230.02 -195.62 -189.36 -242.11
54.655 -209.93 -175.22 -169.85 -224.01
54.659 -220.66 -186.17 -179.69 -233.64
54.663 -255.73 -221.93 -214.22 -266.01
54.667 -248.53 -214.44 -207.11 -258.52
54.671 -230.69 -196.09 -189.90 -242.83
54.676 -212.34 -177.36 -171.93 -226.80
54.680 -223.00 -188.40 -182.08 -235.63
54.684 -250.09 -215.92 -208.30 -259.82
54.688 -223.83 -189.07 -183.37 -237.46
54.708 -255.30 -220.99 -214.06 -265.81
54.728 -251.97 -217.86 -210.26 -262.12
54.748 -228.68 -194.21 -187.46 -240.55
54.768 -208.52 -173.70 -167.79 -222.18
54.788 -226.11 -191.64 -185.16 -238.78
54.808 -249.98 -215.96 -208.85 -260.49
54.828 -244.66 -210.69 -203.31 -254.83
54.849 -235.63 -201.03 -194.42 -247.88
54.869 -214.62 -179.73 -173.94 -228.64
54.889 -226.07 -191.76 -185.36 -238.65
54.909 -247.25 -213.24 -206.33 -258.12
54.929 -249.53 -215.38 -208.14 -260.26
54.949 -225.57 -190.64 -184.29 -237.98
54.969 -210.93 -176.33 -170.41 -224.57
54.989 -230.16 -196.18 -188.92 -242.78
55.009 -246.63 -212.27 -204.92 -256.75
55.030 -247.81 -213.19 -206.15 -257.96
55.050 -235.45 -200.94 -194.55 -247.48
55.070 -212.39 -177.58 -171.66 -225.73
55.090 -227.12 -192.78 -186.23 -240.21
55.110 -250.99 -216.81 -209.35 -261.31
55.130 -246.96 -212.70 -205.64 -257.43
55.150 -230.22 -196.09 -189.41 -242.27
55.170 -216.54 -182.08 -176.04 -230.25
55.190 -226.11 -192.11 -185.03 -238.56
55.211 -248.15 -213.77 -206.66 -258.03
55.231 -245.74 -211.36 -204.56 -255.91
55.251 -229.46 -194.77 -188.49 -242.00
55.271 -213.71 -178.84 -173.07 -227.81
55.291 -225.17 -190.77 -184.42 -238.29
55.311 -252.95 -218.69 -211.60 -263.64
55.331 -244.13 -209.66 -202.93 -254.39
55.351 -230.18 -195.73 -189.14 -242.14
55.371 -213.26 -178.55 -172.42 -227.00
55.392 -219.96 -185.45 -179.33 -233.46
55.412 -248.06 -213.95 -206.46 -258.74
55.432 -225.17 -190.77 -184.42 -238.29
55.436 -252.95 -218.69 -211.60 -263.64
55.440 -244.13 -209.66 -202.93 -254.39
55.444 -230.18 -195.73 -189.14 -242.14
55.449 -213.26 -178.55 -172.42 -227.00
55.453 -219.96 -185.45 -179.33 -233.46
55.457 -248.06 -213.95 -206.46 -258.74
55.461 -255.39 -221.30 -214.00 -266.34
55.465 -232.39 -198.24 -191.42 -244.44
55.470 -212.19 -177.61 -171.30 -225.37
55.474 -224.01 -189.36 -183.33 -236.64
55.478 -250.90 -216.79 -209.53 -261.07
55.482 -253.18 -218.94 -211.43 -262.88
55.487 -225.19 -190.41 -184.60 -237.51
55.491 -211.96 -176.49 -170.90 -225.28
55.495 -228.19 -193.48 -186.91 -240.35
55.499 -250.38 -216.28 -208.68 -260.49
55.503 -256.73 -222.60 -214.93 -267.08
55.508 -219.85 -185.09 -178.86 -231.63
55.512 -215.72 -181.09 -175.46 -230.31
