Time Ch1 Ch2 Ch3 Ch4 Ch5 Ch6 Ch7 Ch8 Ch9 Ch10 Ch11 Ch12 Ch13 Ch14
103.258 85901.17 76063.50 82045.77 91601.72 84756.74 66485.51 46706.59 50334.85 59527.93 64437.60 2523.56 4612.64 -1474.66 825.29
103.266 85923.77 76084.91 82216.24 91634.35 84784.88 66512.49 46732.49 50361.70 59558.39 64477.94 2561.93 4654.48 -1450.11 871.47
103.274 85910.49 76069.58 82208.02 91618.08 84769.17 66496.95 46716.04 50344.87 59547.28 64471.93 2546.31 4638.93 -1447.81 855.85
103.283 85922.56 76084.71 82153.66 91628.88 84782.67 66510.39 46729.67 50358.35 59547.89 64479.87 2547.67 4640.80 -1445.82 855.51
103.291 85922.54 76082.50 82259.05 91632.05 84781.37 66507.21 46724.06 50351.73 59554.30 64491.91 2552.21 4645.25 -1467.77 858.87
103.299 85918.25 76074.43 82350.04 91626.95 84776.08 66500.08 46714.72 50340.82 59538.90 64482.75 2534.15 4627.30 -1454.47 840.16
103.307 85927.71 76083.28 82390.23 91638.93 84791.07 66516.65 46733.94 50363.00 59548.76 64499.67 2545.98 4639.86 -1399.87 854.15
103.316 85921.38 76075.21 82399.12 91629.88 84782.47 66508.31 46724.27 50353.36 59554.79 64512.97 2552.73 4647.44 -1425.30 860.88
103.324 85920.40 76072.89 82403.22 91624.67 84777.10 66501.54 46714.77 50341.56 59543.04 64506.93 2538.02 4632.06 -1432.72 845.21
103.332 85927.15 76079.44 82397.65 91630.66 84783.74 66508.80 46721.61 50348.78 59536.98 64508.32 2533.57 4630.57 -1465.13 846.26
103.341 85911.03 76064.10 82363.85 91618.48 84775.52 66504.06 46720.89 50353.94 59548.33 64525.15 2543.38 4637.92 -1497.12 849.41
103.349 85918.50 76071.14 82390.12 91624.45 84780.05 66506.79 46721.27 50352.04 59552.65 64538.14 2552.82 4650.19 -1525.01 864.14
103.357 85927.15 76079.44 82397.65 91630.66 84783.74 66508.80 46721.61 50348.78 59536.98 64508.32 2533.57 4630.57 -1465.13 846.26
103.366 85911.03 76064.10 82363.85 91618.48 84775.52 66504.06 46720.89 50353.94 59548.33 64525.15 2543.38 4637.92 -1497.12 849.41
103.374 85918.50 76071.14 82390.12 91624.45 84780.05 66506.79 46721.27 50352.04 59552.65 64538.14 2552.82 4650.19 -1525.01 864.14
103.382 85908.33 76058.69 82401.78 91612.31 84768.01 66493.98 46707.99 50339.37 59544.33 64535.72 2541.68 4639.17 -1529.35 852.34
103.391 85922.72 76074.27 82439.94 91627.09 84781.33 66506.36 46717.76 50346.16 59535.46 64532.53 2530.64 4628.00 -1489.48 840.40
103.399 85950.30 76100.07 82473.29 91651.12 84805.89 66530.03 46740.92 50369.50 59548.62 64550.94 2541.24 4638.68 -1464.73 850.93
103.407 85873.68 76035.36 81578.99 91544.10 84729.43 66465.84 46686.63 50322.38 59552.38 64563.04 2548.57 4646.59 -1466.36 857.52
103.416 85856.83 76060.48 80534.45 91529.37 84718.95 66455.42 46679.96 50318.22 59507.21 64526.76 2509.54 4610.49 -1521.97 825.05
103.424 85850.46 76066.67 80472.47 91546.78 84724.87 66457.35 46680.43 50318.45 59531.17 64558.77 2535.63 4638.55 -1527.90 854.28
103.432 85845.36 76067.64 80435.90 91553.97 84723.80 66454.24 46675.23 50312.39 59503.25 64535.36 2504.02 4606.11 -1557.45 819.95
103.441 85863.00 76090.30 80431.50 91580.89 84744.23 66473.04 46693.13 50329.00 59524.01 64562.79 2524.72 4628.00 -1543.52 842.12
103.449 85834.45 76064.53 80384.76 91560.86 84720.62 66449.41 46670.96 50309.15 59508.50 64553.96 2509.10 4613.24 -1546.47 829.16
103.458 85844.31 76077.22 80378.75 91576.77 84732.00 66460.36 46681.42 50319.07 59516.59 64568.87 2518.19 4622.18 -1552.19 834.86
103.466 85856.40 76091.66 80376.22 91592.93 84743.53 66470.51 46690.85 50327.63 59524.26 64581.88 2524.07 4627.79 -1552.26 840.05
103.474 85842.03 76078.90 80347.21 91580.44 84725.38 66450.46 46669.91 50303.43 59515.41 64577.90 2510.68 4614.18 -1511.51 825.00
103.483 85851.82 76090.95 80348.06 91599.15 84744.76 66471.83 46697.51 50336.58 59506.65 64577.50 2506.44 4612.33 -1529.73 827.28
103.491 85830.18 76070.32 80313.93 91578.16 84719.08 66444.25 46668.30 50303.74 59518.74 64595.31 2516.38 4620.73 -1474.25 829.88
103.499 85827.57 76069.60 80302.04 91580.89 84720.06 66445.79 46671.38 50308.95 59506.51 64591.09 2506.32 4614.16 -1448.53 827.64
103.508 85832.96 76080.53 80264.22 91599.93 84727.48 66452.65 46677.71 50315.92 59520.71 64637.18 2520.36 4630.75 -1414.57 842.97
103.516 85834.03 76081.18 80255.93 91599.55 84723.10 66446.84 46669.91 50306.15 59510.87 64631.95 2506.55 4615.57 -1414.33 823.21
103.524 85820.64 76069.40 80236.97 91590.56 84713.38 66438.10 46661.70 50299.63 59495.23 64622.49 2490.34 4599.99 -1415.22 808.04
103.532 85831.53 76081.29 80240.35 91602.88 84723.64 66447.76 46670.78 50309.19 59496.90 64630.72 2492.96 4604.03 -1418.55 814.32
103.541 85856.29 76106.15 80257.58 91628.25 84746.44 66470.13 46692.10 50329.51 59526.72 64667.20 2524.43 4636.33 -1419.96 846.19
103.549 85838.25 76089.50 80234.63 91613.77 84730.66 66455.02 46676.90 50314.67 59508.37 64652.71 2500.20 4610.52 -1450.99 816.08
103.557 85827.73 76079.59 80217.44 91604.85 84720.20 66445.43 46667.09 50306.13 59523.77 64677.39 2521.32 4634.23 -1440.88 843.22
103.566 85811.57 76063.77 80194.17 91588.89 84702.58 66427.37 46648.85 50289.03 59471.04 64630.63 2467.48 4580.99 -1434.60 790.02
103.574 85845.43 76098.12 80220.57 91621.66 84732.07 66454.91 46673.88 50310.36 59514.78 64678.51 2506.99 4619.37 -1424.03 824.18
103.582 85806.56 76059.97 80178.39 91588.98 84701.60 66427.73 46650.80 50294.24 59487.27 64658.86 2482.72 4598.02 -1455.86 807.43
103.591 85840.94 76095.02 80206.78 91623.04 84732.45 66457.35 46677.46 50317.84 59511.77 64689.82 2507.87 4622.21 -1451.59 826.48
103.599 85828.69 76082.75 80188.63 91611.17 84719.37 66443.76 46663.47 50303.07 59510.47 64692.99 2502.72 4617.69 -1458.54 822.72
103.607 85811.50 76065.47 80165.49 91594.03 84699.77 66423.68 46641.72 50281.39 59477.90 64666.48 2469.13 4584.66 -1437.66 790.92
103.616 85835.24 76089.81 80184.11 91617.92 84721.81 66445.39 46662.66 50302.44 59490.11 64684.74 2482.54 4598.20 -1439.50 803.34
103.624 85817.06 76071.64 80162.92 91604.09 84709.20 66433.47 46652.36 50294.71 59506.40 64707.85 2499.46 4616.37 -1438.83 823.77
103.632 85825.33 76080.44 80166.39 91613.21 84716.49 66440.58 46658.64 50300.43 59490.24 64697.95 2484.04 4601.93 -1430.24 809.09
103.641 85818.70 76073.69 80154.52 91606.77 84709.47 66433.16 46650.04 50291.67 59497.73 64710.47 2488.62 4605.58 -1435.56 809.80
103.649 85835.97 76090.41 80165.22 91621.19 84722.61 66444.00 46658.39 50297.42 59491.51 64709.69 2481.42 4599.56 -1435.41 804.44
103.657 85825.33 76080.44 80166.39 91613.21 84716.49 66440.58 46658.64 50300.43 59490.24 64697.95 2484.04 4601.93 -1430.24 809.09
103.666 85818.70 76073.69 80154.52 91606.77 84709.47 66433.16 46650.04 50291.67 59497.73 64710.47 2488.62 4605.58 -1435.56 809.80
103.674 85835.97 76090.41 80165.22 91621.19 84722.61 66444.00 46658.39 50297.42 59491.51 64709.69 2481.42 4599.56 -1435.41 804.44
103.682 85826.92 76082.83 80155.10 91618.93 84724.18 66447.47 46665.21 50309.73 59504.81 64729.91 2496.89 4615.90 -1415.83 823.51
103.691 85818.05 76073.04 80139.45 91607.62 84711.73 66433.23 46648.83 50291.49 59495.00 64726.07 2486.23 4605.06 -1412.03 809.22
103.699 85840.85 76097.01 80158.12 91630.44 84734.57 66455.04 46669.32 50310.94 59504.37 64740.60 2493.72 4612.95 -1395.73 817.54
103.707 85812.06 76067.39 80124.39 91601.20 84704.98 66424.49 46638.39 50279.91 59491.67 64734.14 2480.48 4600.86 -1422.26 806.23
103.716 85813.33 76069.33 80122.76 91604.56 84707.81 66427.19 46641.34 50283.78 59477.95 64726.45 2467.48 4588.21 -1420.23 793.89
103.724 85827.99 76084.33 80134.07 91621.16 84724.24 66443.96 46658.77 50301.62 59491.29 64744.06 2477.13 4596.23 -1386.75 797.78
103.732 85810.43 76065.45 80109.23 91599.37 84699.19 66416.17 46628.20 50267.80 59476.56 64735.19 2461.73 4582.00 -1385.27 784.95
103.741 85827.10 76084.13 80127.00 91624.54 84727.86 66447.47 46662.57 50307.79 59497.53 64764.96 2488.42 4611.72 -1380.85 817.22
103.749 85814.49 76070.72 80107.62 91607.35 84708.13 66425.63 46637.70 50279.09 59491.22 64762.86 2477.91 4600.19 -1358.70 804.15
103.757 85815.72 76072.96 80108.07 91613.32 84715.23 66434.30 46648.94 50294.89 59479.15 64757.97 2468.66 4592.70 -1372.49 797.71
103.766 85842.48 76099.29 80130.07 91638.84 84738.61 66456.32 46668.32 50311.88 59509.20 64793.68 2497.49 4621.67 -1387.33 825.61
103.774 85811.61 76068.24 80095.42 91607.95 84706.79 66424.00 46634.81 50278.22 59489.01 64778.02 2474.05 4597.89 -1377.11 800.04
103.783 85830.43 76087.46 80111.76 91628.63 84726.61 66443.80 46655.18 50298.71 59482.57 64778.73 2469.62 4594.98 -1394.59 799.70
103.791 85811.34 76068.26 80089.68 91610.75 84708.60 66426.26 46637.79 50282.04 59497.42 64798.58 2483.14 4608.21 -1418.80 810.83
103.799 85802.78 76060.08 80077.56 91602.03 84698.58 66415.57 46625.92 50270.19 59461.27 64768.54 2447.36 4573.48 -1431.41 778.44
103.808 85820.77 76079.17 80078.41 91622.86 84713.54 66428.11 46634.41 50277.39 59477.16 64817.91 2458.31 4585.44 -1417.41 786.29
103.816 85830.01 76088.60 80086.55 91635.63 84728.24 66443.73 46652.72 50298.96 59477.97 64826.23 2462.00 4591.32 -1391.24 794.31
103.824 85808.37 76067.59 80063.37 91616.69 84709.20 66425.47 46634.66 50282.13 59500.88 64854.88 2485.25 4614.70 -1378.83 817.36
103.833 85812.91 76071.93 80064.42 91620.05 84711.26 66426.41 46634.17 50280.20 59469.72 64829.58 2453.55 4583.11 -1379.33 785.13
103.841 85822.52 76081.56 80070.41 91628.99 84719.01 66433.30 46640.40 50286.02 59478.60 64844.00 2461.11 4591.25 -1346.49 792.93
103.849 85828.69 76087.82 80074.54 91636.05 84725.47 66440.18 46647.15 50293.30 59490.26 64861.39 2472.10 4602.56 -1360.26 804.31
103.858 85811.07 76070.12 80054.36 91618.37 84706.54 66420.35 46626.59 50272.27 59476.85 64853.79 2458.74 4589.62 -1309.45 790.45
103.866 85811.54 76070.38 80051.36 91617.88 84704.57 66417.56 46621.94 50266.06 59467.93 64849.43 2445.97 4576.30 -1265.35 775.87
103.875 85822.56 76081.85 80061.83 91632.30 84720.49 66434.75 46641.32 50288.85 59474.59 64864.05 2458.85 4591.81 -1292.38 795.48
103.883 85808.37 76068.19 80046.31 91619.29 84707.05 66421.34 46627.33 50275.73 59473.50 64867.98 2455.34 4588.50 -1264.57 791.54
103.891 85826.94 76087.04 80062.61 91638.11 84725.25 66439.15 46644.74 50292.54 59476.18 64875.22 2455.41 4586.33 -1258.85 784.52
103.900 85815.32 76075.75 80049.08 91628.00 84715.12 66429.00 46634.88 50282.93 59498.40 64904.77 2481.11 4614.65 -1262.11 815.44
103.908 85826.18 76086.63 80057.29 91638.24 84723.89 66436.63 46641.63 50289.41 59472.27 64883.47 2453.13 4586.29 -1286.52 786.98
103.916 85832.38 76092.60 80061.53 91644.79 84730.48 66443.26 46647.58 50295.11 59498.42 64915.52 2478.34 4612.19 -1310.01 811.66
103.925 85794.27 76054.65 80021.61 91608.09 84693.87 66407.19 46612.39 50261.56 59466.77 64890.33 2447.83 4581.95 -1307.20 781.82
103.933 85818.23 76078.57 80042.74 91631.33 84716.15 66428.85 46632.80 50281.30 59465.21 64894.09 2445.17 4579.83 -1332.21 779.29
103.941 85820.15 76080.20 80042.40 91633.19 84717.31 66429.47 46633.18 50282.04 59483.67 64918.43 2463.50 4598.42 -1325.59 797.80
103.950 85819.34 76080.04 80039.05 91632.23 84715.06 66426.57 46629.32 50277.63 59471.47 64911.57 2450.51 4585.62 -1287.71 784.39
103.958 85818.23 76078.57 80042.74 91631.33 84716.15 66428.85 46632.80 50281.30 59465.21 64894.09 2445.17 4579.83 -1332.21 779.29
103.966 85820.15 76080.20 80042.40 91633.19 84717.31 66429.47 46633.18 50282.04 59483.67 64918.43 2463.50 4598.42 -1325.59 797.80
103.975 85819.34 76080.04 80039.05 91632.23 84715.06 66426.57 46629.32 50277.63 59471.47 64911.57 2450.51 4585.62 -1287.71 784.39
103.983 85806.63 76067.19 80025.70 91621.92 84706.29 66418.52 46622.39 50272.85 59469.43 64915.30 2448.39 4584.28 -1291.98 784.10
103.991 85805.40 76065.85 80022.55 91620.72 84704.22 66415.88 46618.74 50268.98 59463.62 64915.39 2441.84 4578.87 -1290.39 778.20
103.999 85818.20 76078.61 80033.30 91633.79 84717.00 66428.87 46631.57 50282.57 59475.76 64933.74 2455.85 4592.84 -1320.79 791.56
104.008 85823.39 76083.53 80036.01 91637.91 84719.71 66430.46 46631.42 50281.52 59477.37 64940.29 2455.43 4591.96 -1353.55 790.51
104.016 85823.43 76084.06 80033.73 91637.37 84718.16 66428.42 46628.13 50276.40 59470.64 64938.41 2445.79 4582.40 -1320.47 779.65
104.024 85815.72 76076.13 80024.86 91631.38 84712.26 66423.77 46624.06 50274.62 59464.76 64938.01 2438.66 4575.85 -1335.25 773.59
104.033 85826.61 76088.42 80036.01 91645.91 84728.76 66440.76 46642.70 50295.81 59482.60 64963.85 2462.13 4601.31 -1316.20 799.75
104.041 85809.69 76070.90 80016.29 91628.00 84708.80 66419.91 46620.69 50272.18 59483.51 64970.64 2463.45 4602.43 -1335.18 799.01
104.049 85805.89 76067.01 80011.73 91625.81 84707.88 66419.44 46620.51 50273.68 59464.45 64957.43 2443.07 4583.11 -1355.45 781.93
104.057 85826.76 76087.95 80029.91 91645.68 84725.92 66436.47 46635.89 50287.51 59470.73 64968.43 2447.58 4587.29 -1330.80 783.23
104.066 85817.73 76079.15 80019.63 91637.17 84717.40 66427.78 46627.37 50280.00 59483.98 64986.29 2459.16 4598.98 -1345.04 795.59
104.074 85799.21 76061.11 80000.05 91619.40 84699.43 66409.56 46608.04 50260.53 59459.82 64968.85 2435.80 4576.03 -1355.07 771.90
104.082 85820.53 76082.39 80020.27 91641.75 84721.90 66432.85 46631.55 50284.83 59465.85 64980.61 2443.36 4584.63 -1349.02 781.66
104.091 85808.21 76069.02 80005.10 91628.12 84708.22 66418.43 46616.04 50269.65 59469.88 64989.89 2445.57 4586.85 -1353.02 782.49
104.099 85830.56 76092.24 80026.06 91650.78 84730.26 66440.38 46637.14 50290.71 59471.11 64996.64 2446.60 4588.23 -1313.79 784.14
104.107 85809.53 76071.01 79998.08 91632.61 84711.59 66420.87 46615.10 50271.38 59460.51 65014.83 2435.94 4580.90 -1303.93 777.26
104.116 85814.90 76075.59 80000.56 91636.07 84714.83 66423.06 46616.49 50272.76 59458.01 65015.52 2427.40 4570.17 -1322.82 761.21
104.124 85817.02 76078.19 80003.58 91641.88 84723.39 66433.07 46628.53 50288.01 59481.30 65048.43 2459.30 4605.53 -1316.45 801.78
104.132 85816.37 76077.40 80000.67 91639.74 84720.15 66428.67 46622.25 50280.43 59475.42 65046.91 2450.73 4596.37 -1328.27 790.20
104.141 85807.48 76067.95 79989.79 91630.17 84709.92 66417.87 46610.09 50268.83 59467.40 65043.40 2440.52 4585.82 -1340.08 779.23
104.149 85817.69 76078.65 79998.79 91640.68 84720.06 66428.18 46619.99 50278.26 59465.45 65046.39 2437.39 4582.98 -1322.93 775.90
104.157 85806.27 76066.52 79985.67 91629.97 84709.98 66417.69 46609.31 50268.43 59462.14 65049.23 2435.40 4582.31 -1345.46 776.25
104.165 85815.81 76076.15 79993.52 91638.69 84718.01 66425.56 46616.35 50275.31 59460.98 65052.99 2432.79 4579.11 -1339.14 770.71
104.174 85824.10 76084.60 80000.54 91647.34 84726.30 66433.47 46623.55 50282.06 59476.85 65075.07 2449.17 4596.68 -1351.99 789.17
104.182 85812.28 76072.24 79987.66 91636.25 84715.15 66422.16 46612.04 50271.98 59466.01 65069.57 2437.21 4584.86 -1372.35 777.19
104.190 85821.20 76081.76 79995.24 91645.08 84723.46 66430.21 46618.54 50277.88 59460.02 65069.44 2431.56 4579.96 -1337.33 773.17
104.199 85817.94 76077.94 79991.04 91643.11 84722.28 66429.97 46619.35 50280.54 59483.42 65098.94 2456.43 4604.57 -1364.28 796.55
104.207 85803.07 76063.14 79974.74 91627.96 84706.23 66413.18 46601.58 50262.75 59445.87 65065.01 2413.90 4561.72 -1400.00 752.81
104.215 85806.56 76066.88 79977.65 91632.97 84711.28 66418.48 46606.56 50268.02 59470.37 65097.62 2445.50 4596.06 -1417.84 790.42
104.224 85811.05 76071.14 79980.29 91637.10 84715.64 66422.66 46610.03 50272.20 59457.56 65088.46 2428.20 4578.42 -1442.18 771.31
104.232 85803.41 76063.55 79971.61 91629.37 84707.10 66413.63 46600.10 50261.34 59457.92 65094.27 2428.32 4578.46 -1404.52 770.35
104.240 85812.17 76072.02 79979.79 91638.89 84717.27 66423.66 46610.32 50273.01 59458.21 65100.71 2429.86 4581.03 -1407.24 773.62
104.249 85830.56 76090.34 79996.25 91656.79 84734.12 66440.31 46625.56 50287.85 59470.55 65117.81 2440.50 4591.14 -1378.05 782.69
104.257 85803.41 76063.55 79971.61 91629.37 84707.10 66413.63 46600.10 50261.34 59457.92 65094.27 2428.32 4578.46 -1404.52 770.35
104.265 85812.17 76072.02 79979.79 91638.89 84717.27 66423.66 46610.32 50273.01 59458.21 65100.71 2429.86 4581.03 -1407.24 773.62
104.274 85830.56 76090.34 79996.25 91656.79 84734.12 66440.31 46625.56 50287.85 59470.55 65117.81 2440.50 4591.14 -1378.05 782.69
104.282 85812.59 76073.02 79977.85 91640.03 84717.45 66423.64 46608.98 50271.53 59473.75 65126.79 2443.90 4594.92 -1355.68 786.69
104.291 85808.35 76068.42 79972.53 91635.51 84713.18 66418.70 46603.39 50266.15 59460.80 65118.97 2429.95 4581.12 -1370.32 772.12
104.299 85819.48 76079.12 79982.05 91646.49 84723.46 66428.76 46612.60 50275.71 59460.27 65124.24 2429.48 4581.39 -1321.17 772.21
104.307 85821.62 76081.14 79982.79 91648.01 84724.96 66430.23 46613.40 50276.40 59470.28 65139.13 2438.49 4590.87 -1324.41 781.75
104.316 85814.69 76074.25 79975.17 91642.09 84718.83 66424.11 46607.30 50271.33 59460.80 65135.13 2428.90 4582.20 -1335.78 773.53
104.324 85804.82 76064.28 79962.47 91629.59 84703.72 66407.06 46587.54 50248.33 59455.60 65135.53 2423.22 4576.72 -1332.28 766.62
104.333 85811.59 76071.06 79970.79 91641.01 84718.79 66424.67 46608.13 50275.15 59440.46 65124.78 2405.65 4558.24 -1368.98 748.36
104.341 85821.02 76080.00 79978.03 91648.43 84724.15 66429.12 46610.50 50275.53 59478.01 65170.69 2450.11 4605.24 -1348.26 796.33
104.349 85821.96 76080.73 79977.49 91649.60 84725.54 66429.94 46611.17 50275.94 59462.90 65159.05 2429.99 4584.14 -1375.50 772.99
104.358 85812.50 76071.52 79967.10 91639.98 84715.53 66419.66 46599.70 50264.94 59462.12 65164.03 2429.79 4584.57 -1335.09 775.96
104.366 85834.32 76093.50 79988.65 91663.16 84739.33 66443.80 46624.24 50290.87 59469.72 65177.78 2439.42 4595.88 -1306.93 787.36
104.374 85817.62 76076.02 79969.29 91644.54 84719.68 66423.33 46602.16 50267.31 59471.31 65183.68 2439.22 4595.52 -1310.26 786.31
104.383 85816.42 76075.53 79967.97 91644.81 84719.97 66423.86 46602.60 50268.16 59463.62 65180.64 2429.68 4585.75 -1261.58 775.81
104.391 85807.39 76066.05 79958.60 91636.79 84713.20 66417.63 46597.26 50264.67 59451.64 65175.65 2421.54 4579.25 -1261.33 771.16
104.400 85808.50 76067.50 79958.56 91637.10 84712.64 66416.58 46594.96 50261.21 59451.59 65178.74 2416.85 4572.72 -1275.68 760.76
104.408 85817.58 76076.15 79962.02 91647.65 84723.64 66427.40 46603.83 50273.12 59450.99 65211.17 2416.87 4576.83 -1323.22 765.08
104.416 85821.58 76079.95 79964.19 91649.82 84724.18 66426.86 46600.68 50267.67 59464.38 65230.53 2430.51 4590.40 -1295.40 776.81
104.425 85822.92 76081.25 79965.24 91652.12 84727.60 66430.10 46604.95 50273.63 59463.87 65235.49 2431.53 4592.95 -1269.13 782.42
104.433 85827.50 76086.17 79968.62 91656.41 84730.41 66432.49 46605.60 50273.19 59463.80 65241.10 2430.93 4592.64 -1266.16 780.25
104.441 85820.15 76078.68 79960.55 91649.15 84722.83 66423.86 46597.11 50264.54 59458.77 65240.36 2423.64 4585.01 -1277.11 771.94
104.449 85807.30 76065.91 79947.54 91637.44 84711.90 66413.58 46587.20 50255.37 59447.64 65234.66 2413.09 4575.22 -1301.48 762.40
104.458 85820.69 76079.57 79960.39 91651.25 84725.40 66426.95 46599.92 50268.54 59451.01 65243.24 2416.34 4578.73 -1316.20 765.70
104.466 85810.43 76069.45 79949.66 91641.30 84715.88 66417.07 46590.45 50259.01 59460.92 65258.47 2425.68 4588.03 -1306.71 774.87
104.474 85813.58 76071.55 79949.91 91641.17 84713.80 66413.81 46584.75 50251.77 59436.48 65239.51 2401.85 4565.10 -1304.69 752.36
104.483 85808.73 76066.52 79945.24 91638.51 84712.28 66413.38 46585.33 50254.48 59439.19 65247.31 2403.89 4568.34 -1309.03 754.97
104.491 85810.74 76069.27 79946.91 91641.08 84714.59 66415.48 46587.14 50256.24 59451.04 65264.05 2416.31 4579.81 -1322.04 766.80
104.499 85804.14 76061.67 79937.86 91632.50 84705.49 66404.60 46574.75 50243.26 59433.60 65249.93 2393.40 4555.98 -1345.69 739.57
104.508 85818.20 76075.97 79952.95 91649.10 84723.71 66423.39 46594.56 50265.32 59442.23 65266.71 2407.84 4573.75 -1387.06 761.55
104.516 85816.44 76074.01 79950.36 91647.63 84722.12 66422.23 46593.04 50264.38 59466.61 65297.36 2434.95 4601.91 -1382.08 788.84
104.524 85813.85 76071.30 79946.13 91642.89 84715.91 66414.52 46583.14 50252.76 59446.50 65280.59 2410.59 4577.28 -1372.62 763.38
104.533 85831.57 76088.89 79962.83 91661.44 84735.24 66434.32 46603.59 50275.13 59446.19 65285.13 2409.00 4575.89 -1321.50 761.84
104.541 85825.51 76082.52 79956.28 91655.07 84728.22 66426.34 46594.42 50264.98 59472.14 65317.07 2437.06 4604.82 -1289.81 790.89
104.549 85811.68 76069.98 79943.45 91643.76 84718.16 66416.40 46585.44 50257.32 59443.50 65293.02 2407.39 4575.94 -1280.80 763.16
104.558 85831.57 76088.89 79962.83 91661.44 84735.24 66434.32 46603.59 50275.13 59446.19 65285.13 2409.00 4575.89 -1321.50 761.84
104.566 85825.51 76082.52 79956.28 91655.07 84728.22 66426.34 46594.42 50264.98 59472.14 65317.07 2437.06 4604.82 -1289.81 790.89
104.574 85811.68 76069.98 79943.45 91643.76 84718.16 66416.40 46585.44 50257.32 59443.50 65293.02 2407.39 4575.94 -1280.80 763.16
104.583 85813.49 76070.56 79943.00 91643.52 84716.55 66414.34 46582.15 50253.29 59446.36 65301.18 2409.74 4577.82 -1299.02 762.89
104.591 85824.84 76081.56 79952.41 91653.15 84725.29 66421.83 46588.72 50258.66 59451.91 65311.13 2413.38 4582.31 -1290.86 767.42
104.599 85792.43 76049.55 79922.02 91625.16 84699.25 66397.91 46567.47 50240.53 59429.76 65295.21 2393.96 4563.91 -1326.44 750.04
104.608 85804.68 76061.22 79931.11 91633.97 84706.03 66402.74 46570.15 50240.66 59437.02 65306.43 2398.79 4568.09 -1312.70 751.73
104.616 85805.62 76062.41 79931.74 91635.76 84708.15 66404.62 46571.78 50243.10 59433.24 65308.60 2395.79 4565.77 -1301.61 750.88
104.624 85810.94 76067.01 79936.10 91640.48 84712.64 66408.20 46574.64 50246.57 59432.15 65313.27 2395.55 4567.40 -1306.12 754.95
104.633 85804.90 76061.11 79928.97 91633.32 84704.33 66398.87 46564.09 50234.90 59432.77 65317.03 2391.70 4560.83 -1296.00 741.90
104.641 85816.89 76072.98 79940.59 91646.22 84717.76 66412.60 46578.15 50250.23 59432.42 65322.73 2393.22 4565.92 -1335.72 752.47
104.649 85811.41 76067.88 79936.81 91645.15 84719.41 66416.04 46583.76 50259.28 59450.23 65348.28 2416.38 4589.06 -1329.39 772.95
104.658 85820.75 76076.82 79943.43 91650.27 84722.75 66417.40 46581.93 50254.12 59442.56 65344.05 2405.85 4578.71 -1304.00 762.93
104.666 85831.28 76087.35 79953.49 91661.29 84734.03 66428.85 46594.40 50268.09 59449.40 65356.37 2412.76 4587.25 -1338.67 772.61
104.674 85820.06 76076.80 79942.40 91651.03 84723.37 66417.90 46582.64 50255.75 59457.14 65368.12 2418.86 4591.41 -1355.90 773.91
104.683 85810.65 76067.05 79932.57 91641.57 84713.54 66407.35 46571.83 50245.63 59432.08 65347.54 2392.51 4566.13 -1375.26 748.63
104.691 85809.51 76065.89 79930.93 91640.92 84713.63 66407.23 46572.16 50246.25 59448.38 65370.85 2412.62 4587.87 -1348.95 772.52
104.699 85801.26 76057.82 79921.84 91633.08 84705.11 66397.82 46562.57 50236.82 59423.65 65350.64 2386.41 4561.54 -1329.12 745.74
104.708 85804.55 76060.37 79922.15 91635.96 84707.50 66398.63 46561.70 50236.26 59434.20 65387.39 2399.12 4577.32 -1277.78 761.19
104.716 85810.43 76066.00 79926.91 91640.63 84711.44 66401.96 46563.87 50238.92 59414.42 65369.42 2371.88 4548.76 -1300.69 728.53
104.724 85822.63 76079.33 79940.61 91656.37 84728.80 66420.82 46584.41 50260.83 59454.57 65418.19 2420.74 4599.99 -1285.54 783.09
104.733 85813.91 76070.34 79930.51 91646.35 84717.47 66408.93 46570.89 50246.72 59439.01 65405.38 2399.88 4578.40 -1315.27 760.25
104.741 85802.16 76058.02 79918.15 91634.46 84706.32 66397.67 46559.89 50236.02 59433.62 65405.43 2395.17 4574.33 -1298.52 755.82
104.749 85817.35 76073.20 79932.61 91649.24 84720.49 66411.21 46572.47 50248.31 59433.91 65411.08 2395.48 4575.45 -1266.25 757.61
104.758 85806.67 76062.32 79921.61 91639.09 84710.41 66400.71 46561.97 50238.56 59435.01 65416.29 2395.86 4575.96 -1294.41 757.25
104.766 85794.96 76050.89 79909.50 91627.49 84698.45 66388.97 46549.94 50226.43 59414.16 65400.98 2375.25 4555.98 -1306.24 737.52
104.774 85812.88 76068.66 79926.91 91645.04 84716.33 66406.21 46567.27 50244.15 59429.33 65420.63 2390.70 4571.96 -1361.06 753.39
104.782 85803.34 76058.87 79915.89 91634.91 84704.73 66394.25 46554.06 50229.85 59432.69 65429.05 2392.91 4574.17 -1358.47 755.13
104.791 85799.09 76054.54 79911.47 91630.80 84699.83 66388.55 46548.16 50223.90 59406.73 65405.97 2362.76 4542.93 -1373.81 721.72
104.799 85820.86 76076.33 79933.68 91654.24 84725.45 66414.92 46576.41 50255.15 59430.14 65437.97 2395.44 4579.78 -1394.01 765.61
104.807 85815.99 76071.39 79927.60 91647.99 84718.12 66406.21 46565.21 50241.78 59446.79 65457.78 2407.17 4589.08 -1349.96 768.23
104.816 85809.76 76065.56 79921.21 91642.85 84713.04 66400.60 46560.23 50237.42 59419.30 65434.80 2378.05 4561.30 -1338.04 742.23
