Time Ch1 Ch2 Ch3 Ch4 Ch5 Ch6 Ch7 Ch8 Ch9 Ch10 Ch11 Ch12 Ch13 Ch14
32.166 86269.80 76107.56 79024.39 91757.49 84686.36 65251.92 46776.50 50244.08 58817.79 65802.78 3320.60 4165.14 -179.93 1463.41
32.174 86283.90 76122.17 79038.56 91770.72 84699.66 65264.50 46789.17 50256.80 58823.58 65813.37 3330.63 4177.45 -166.01 1480.09
32.183 86285.89 76125.19 79043.26 91776.67 84707.50 65273.49 46800.33 50270.06 58824.58 65814.49 3325.54 4168.51 -178.12 1465.13
32.191 86276.62 76115.20 79032.44 91764.91 84694.83 65259.72 46785.44 50254.25 58847.38 65843.32 3354.39 4201.46 -142.65 1502.51
32.199 86263.50 76102.24 79019.56 91752.08 84682.13 65246.60 46772.59 50241.58 58807.19 65804.88 3312.82 4159.70 -185.07 1460.35
32.208 86279.99 76119.29 79036.64 91768.93 84699.21 65262.82 46789.53 50258.03 58824.09 65823.54 3327.41 4173.85 -171.80 1472.49
32.216 86269.62 76108.65 79026.63 91758.78 84688.61 65252.48 46778.92 50247.62 58821.39 65824.01 3324.87 4171.22 -174.30 1470.07
32.224 86280.73 76119.36 79036.75 91767.63 84695.99 65258.56 46783.92 50251.50 58819.62 65824.43 3321.80 4168.06 -178.21 1466.41
32.233 86295.41 76134.69 79053.00 91784.71 84714.59 65277.58 46804.78 50273.83 58837.73 65844.62 3338.34 4184.31 -162.79 1481.43
32.241 86246.73 76085.72 79003.74 91734.58 84663.71 65225.74 46752.67 50220.21 58813.56 65825.26 3316.78 4163.35 -183.40 1461.20
32.249 86271.01 76110.33 79027.30 91757.11 84684.46 65244.97 46770.56 50237.18 58798.88 65812.52 3299.88 4147.41 -197.97 1448.21
32.258 86295.41 76134.69 79053.00 91784.71 84714.59 65277.58 46804.78 50273.83 58837.73 65844.62 3338.34 4184.31 -162.79 1481.43
32.266 86246.73 76085.72 79003.74 91734.58 84663.71 65225.74 46752.67 50220.21 58813.56 65825.26 3316.78 4163.35 -183.40 1461.20
32.274 86271.01 76110.33 79027.30 91757.11 84684.46 65244.97 46770.56 50237.18 58798.88 65812.52 3299.88 4147.41 -197.97 1448.21
32.283 86267.97 76107.02 79024.79 91755.25 84684.08 65245.68 46773.62 50242.36 58816.76 65834.94 3322.45 4170.46 -175.48 1469.87
32.291 86283.14 76123.05 79042.36 91773.83 84704.06 65267.38 46798.05 50269.19 58801.02 65819.14 3299.48 4145.04 -203.20 1441.08
32.299 86289.92 76129.42 79048.69 91779.55 84709.83 65272.66 46802.92 50273.19 58863.50 65888.90 3371.96 4221.46 -124.41 1519.78
32.308 86270.09 76109.81 79028.97 91759.36 84689.22 65250.60 46779.92 50248.71 58827.62 65851.30 3325.96 4172.49 -175.91 1467.93
32.316 86270.54 76110.04 79029.02 91758.81 84688.55 65249.06 46778.65 50247.53 58816.74 65844.53 3317.58 4165.11 -182.59 1461.89
32.324 86257.04 76096.25 79016.26 91746.07 84675.92 65236.67 46766.53 50236.17 58815.20 65846.36 3316.71 4165.25 -182.73 1462.99
32.333 86280.82 76119.04 79036.86 91765.04 84691.85 65250.40 46777.91 50244.58 58807.95 65840.68 3307.57 4155.55 -192.20 1452.48
32.341 86273.26 76112.54 79032.80 91762.54 84692.70 65252.92 46784.06 50254.54 58829.03 65866.08 3331.17 4179.89 -168.71 1476.29
32.349 86276.01 76114.64 79033.82 91762.34 84690.54 65250.20 46779.68 50248.78 58813.25 65851.23 3310.63 4159.17 -189.88 1454.83
32.358 86268.37 76108.11 79027.72 91756.24 84685.44 65244.61 46774.87 50244.55 58820.96 65861.81 3319.59 4167.66 -182.21 1462.30
32.366 86278.92 76118.35 79038.50 91767.21 84696.82 65256.57 46787.27 50258.41 58817.34 65863.39 3320.40 4171.64 -175.48 1470.70
32.375 86279.83 76119.02 79038.72 91766.76 84695.34 65254.26 46784.86 50254.48 58831.80 65878.91 3331.35 4179.15 -171.73 1472.53
32.383 86278.09 76116.83 79036.01 91763.52 84690.83 65249.21 46778.31 50246.88 58819.44 65867.39 3314.14 4162.19 -189.83 1454.99
32.391 86277.09 76116.83 79036.86 91764.68 84693.71 65252.99 46784.41 50255.82 58828.99 65883.51 3331.89 4183.13 -165.27 1480.60
32.400 86265.42 76105.32 79026.11 91754.16 84683.52 65243.20 46775.23 50246.88 58817.10 65872.62 3316.46 4166.34 -184.45 1460.02
32.408 86273.84 76114.22 79034.94 91761.29 84690.78 65249.88 46783.01 50255.04 58791.37 65861.61 3290.82 4142.76 -208.12 1437.80
32.416 86280.26 76120.21 79040.82 91766.29 84694.60 65253.24 46784.48 50254.59 58841.66 65914.69 3341.72 4193.50 -156.73 1488.69
32.425 86276.64 76117.17 79039.57 91766.23 84696.12 65255.72 46788.97 50260.74 58827.36 65902.00 3324.96 4175.60 -176.33 1468.58
32.433 86295.82 76135.70 79056.49 91781.40 84709.42 65267.52 46799.23 50269.27 58839.29 65916.34 3336.22 4187.71 -164.35 1480.45
32.441 86244.41 76084.98 79006.67 91731.67 84660.52 65219.13 46751.31 50221.73 58818.50 65897.84 3314.45 4165.63 -186.55 1458.16
32.449 86282.09 76122.20 79042.68 91766.81 84695.07 65253.26 46784.66 50254.46 58803.35 65885.95 3301.08 4153.36 -199.15 1446.60
32.458 86266.49 76106.48 79027.52 91752.35 84680.75 65239.29 46770.94 50241.13 58834.04 65917.31 3326.27 4176.33 -178.30 1466.63
32.466 86266.80 76107.40 79029.33 91754.40 84683.54 65242.73 46775.47 50247.46 58803.53 65892.67 3302.34 4155.68 -195.49 1450.47
32.474 86258.60 76098.62 79020.23 91743.56 84671.74 65229.99 46760.65 50230.20 58820.38 65911.36 3316.48 4168.82 -185.01 1460.49
32.483 86268.61 76108.92 79030.63 91754.29 84683.41 65242.98 46774.62 50245.51 58808.27 65902.02 3304.41 4156.69 -196.78 1448.42
32.491 86296.67 76137.31 79060.09 91784.06 84714.39 65275.25 46808.13 50279.78 58830.22 65925.00 3323.68 4174.99 -179.17 1464.96
32.499 86260.77 76100.89 79023.07 91745.84 84674.76 65235.04 46765.84 50234.76 58845.19 65944.51 3341.07 4194.62 -159.88 1485.88
32.508 86266.18 76106.82 79029.44 91752.77 84683.12 65244.27 46776.52 50247.35 58801.45 65903.56 3297.96 4151.21 -203.02 1442.54
32.516 86270.67 76111.60 79035.08 91758.56 84689.37 65250.87 46782.56 50254.77 58834.75 65938.74 3329.34 4181.72 -172.35 1472.78
32.524 86284.22 76124.61 79047.55 91769.65 84698.85 65259.54 46789.35 50259.31 58819.84 65926.49 3313.85 4166.63 -188.81 1456.53
32.533 86273.60 76113.70 79036.64 91759.07 84688.75 65249.44 46780.21 50251.86 58834.55 65943.59 3327.88 4181.81 -173.18 1472.53
32.541 86265.31 76105.81 79029.51 91751.88 84682.36 65242.82 46774.27 50246.25 58820.74 65932.77 3314.74 4167.62 -187.67 1456.62
32.549 86278.72 76120.03 79044.31 91766.43 84697.44 65257.68 46789.31 50261.12 58833.17 65947.95 3328.22 4181.90 -173.20 1472.58
32.558 86273.60 76113.70 79036.64 91759.07 84688.75 65249.44 46780.21 50251.86 58834.55 65943.59 3327.88 4181.81 -173.18 1472.53
32.566 86265.31 76105.81 79029.51 91751.88 84682.36 65242.82 46774.27 50246.25 58820.74 65932.77 3314.74 4167.62 -187.67 1456.62
32.574 86278.72 76120.03 79044.31 91766.43 84697.44 65257.68 46789.31 50261.12 58833.17 65947.95 3328.22 4181.90 -173.20 1472.58
32.583 86264.05 76104.58 79028.17 91749.62 84680.03 65239.40 46770.65 50241.49 58822.64 65940.24 3316.80 4170.99 -184.67 1461.13
32.591 86268.84 76109.48 79032.95 91754.18 84684.32 65243.47 46775.16 50246.52 58820.67 65940.10 3313.04 4167.10 -189.30 1455.97
32.599 86274.56 76114.98 79037.76 91758.36 84687.90 65246.04 46776.52 50246.57 58820.00 65941.65 3311.79 4165.81 -190.68 1454.23
32.608 86254.31 76094.57 79018.13 91739.54 84670.17 65229.19 46761.86 50233.78 58798.90 65924.68 3292.41 4148.84 -205.05 1442.36
32.616 86285.67 76125.77 79049.22 91769.94 84700.08 65258.13 46790.00 50260.51 58828.87 65955.62 3318.36 4171.28 -187.08 1457.04
32.624 86263.56 76104.25 79028.46 91749.42 84680.86 65239.27 46771.52 50243.17 58839.47 65970.37 3331.53 4186.48 -170.81 1474.28
32.633 86272.79 76113.08 79036.60 91757.00 84687.41 65245.77 46777.71 50250.12 58806.55 65940.35 3299.03 4154.61 -202.22 1443.72
32.641 86284.68 76125.19 79049.02 91769.47 84699.79 65258.04 46790.36 50262.23 58846.49 65983.47 3339.55 4194.89 -162.63 1483.35
32.649 86261.15 76100.51 79024.01 91744.10 84674.00 65231.20 46762.91 50234.27 58803.84 65943.52 3296.68 4153.13 -203.60 1442.85
32.658 86264.26 76104.23 79028.62 91748.46 84679.47 65237.28 46769.91 50242.47 58817.05 65958.95 3308.24 4164.85 -191.42 1455.03
32.666 86268.95 76109.28 79034.58 91754.51 84686.09 65244.07 46778.40 50252.02 58824.58 65969.05 3315.66 4170.23 -188.54 1456.06
32.674 86276.08 76116.38 79040.55 91760.26 84691.01 65247.63 46780.48 50253.07 58828.65 65976.29 3320.62 4176.27 -181.34 1464.71
32.683 86293.56 76133.13 79057.58 91776.75 84707.23 65263.43 46795.95 50268.38 58825.19 65975.47 3316.19 4172.40 -185.92 1460.19
32.691 86272.77 76112.38 79037.00 91755.90 84686.31 65241.88 46774.56 50246.68 58844.48 65996.83 3334.75 4190.73 -167.73 1478.01
32.699 86261.04 76100.94 79026.05 91745.17 84675.69 65231.53 46764.25 50236.26 58811.42 65966.08 3300.93 4157.04 -201.79 1443.99
32.708 86272.77 76112.38 79037.00 91755.90 84686.31 65241.88 46774.56 50246.68 58844.48 65996.83 3334.75 4190.73 -167.73 1478.01
32.716 86261.04 76100.94 79026.05 91745.17 84675.69 65231.53 46764.25 50236.26 58811.42 65966.08 3300.93 4157.04 -201.79 1443.99
32.724 86258.62 76097.79 79021.60 91738.98 84667.16 65221.52 46752.23 50221.89 58809.21 65966.32 3298.07 4153.56 -205.57 1439.50
32.733 86278.69 76118.71 79044.55 91762.67 84693.64 65248.99 46781.75 50254.10 58801.76 65963.04 3292.37 4150.09 -208.77 1438.92
32.741 86264.97 76105.61 79032.15 91751.92 84683.45 65240.65 46776.19 50251.28 58830.62 65994.89 3322.30 4180.85 -176.53 1469.81
32.749 86267.18 76106.95 79033.33 91751.94 84683.05 65238.82 46773.28 50246.95 58821.57 65987.24 3311.34 4167.35 -192.87 1452.26
32.758 86275.50 76115.67 79040.75 91758.27 84688.35 65243.20 46776.12 50247.35 58829.99 65997.28 3317.85 4174.52 -185.68 1460.15
32.766 86277.89 76117.59 79043.08 91760.24 84690.31 65245.59 46778.74 50250.39 58808.62 65978.57 3295.56 4151.86 -208.85 1437.46
32.774 86270.67 76111.13 79038.34 91756.39 84687.94 65245.05 46780.97 50254.86 58833.90 66008.41 3324.51 4182.79 -177.05 1469.65
32.783 86281.62 76122.02 79048.13 91765.36 84696.10 65251.87 46786.16 50258.32 58830.01 66005.98 3318.94 4176.31 -184.31 1461.85
32.791 86273.33 76113.01 79039.08 91755.34 84685.53 65240.23 46774.78 50246.48 58827.67 66004.84 3312.31 4169.03 -192.34 1453.02
32.799 86267.41 76106.95 79032.30 91747.74 84676.72 65231.38 46766.49 50237.15 58806.70 65987.40 3292.26 4150.29 -211.18 1435.34
32.808 86260.70 76100.54 79027.48 91743.58 84674.35 65229.74 46767.05 50239.23 58819.64 66003.16 3307.16 4165.09 -195.42 1450.23
32.816 86273.13 76112.90 79039.75 91755.68 84686.38 65241.55 46779.85 50252.26 58820.00 66006.85 3307.79 4166.99 -194.01 1452.48
32.825 86272.39 76112.50 79038.92 91753.98 84684.12 65237.95 46775.94 50247.48 58831.07 66019.27 3316.51 4174.50 -187.02 1458.56
32.833 86286.61 76126.15 79053.72 91769.47 84700.84 65255.29 46795.14 50268.11 58826.68 66018.58 3313.74 4172.42 -189.70 1456.73
32.841 86268.79 76108.58 79034.76 91749.46 84678.38 65231.17 46768.75 50238.65 58827.91 66019.65 3308.73 4166.34 -196.65 1449.56
32.850 86283.03 76123.09 79051.24 91766.41 84696.93 65251.45 46792.66 50265.72 58825.16 66022.67 3313.85 4174.05 -187.24 1459.97
32.858 86274.78 76114.42 79042.90 91757.29 84687.41 65241.59 46786.22 50258.14 58831.62 66040.04 3313.65 4173.27 -189.99 1456.86
32.866 86267.32 76106.39 79034.25 91747.12 84676.10 65228.16 46771.54 50240.31 58825.21 66037.36 3308.68 4168.02 -196.18 1449.69
32.874 86272.64 76112.61 79041.38 91754.87 84684.86 65238.22 46783.39 50253.45 58821.01 66033.56 3298.96 4156.93 -208.92 1437.04
32.883 86263.85 76103.04 79031.57 91744.70 84674.73 65227.78 46772.90 50243.50 58826.04 66043.66 3310.11 4170.52 -192.87 1454.27
32.891 86292.49 76132.63 79061.61 91775.15 84705.65 65258.69 46804.31 50276.14 58833.10 66052.91 3315.72 4175.17 -190.06 1455.88
32.899 86270.98 76109.99 79038.96 91751.52 84680.88 65232.69 46777.55 50247.86 58844.45 66065.79 3324.60 4183.98 -181.50 1464.33
32.908 86276.53 76116.30 79044.31 91756.08 84684.55 65235.51 46779.88 50248.87 58818.39 66041.96 3296.99 4156.28 -210.40 1435.38
32.916 86270.18 76108.63 79037.38 91749.24 84677.97 65229.10 46774.53 50243.88 58815.62 66042.39 3295.68 4156.02 -209.44 1436.90
32.924 86274.27 76113.57 79043.75 91756.15 84686.62 65238.64 46785.67 50258.14 58826.30 66055.82 3306.76 4167.15 -198.89 1448.06
32.932 86270.27 76109.86 79040.10 91752.28 84682.09 65233.68 46780.55 50251.93 58839.56 66073.81 3323.95 4186.19 -178.97 1467.82
32.941 86274.63 76114.10 79044.20 91755.74 84685.19 65236.49 46782.60 50253.16 58823.62 66056.45 3299.54 4157.80 -210.24 1434.71
32.949 86274.29 76113.19 79042.12 91752.88 84681.30 65230.75 46775.81 50245.29 58825.21 66061.99 3303.88 4164.51 -202.28 1444.50
32.957 86278.14 76118.17 79048.20 91760.24 84690.11 65241.55 46788.44 50261.05 58830.64 66070.57 3310.00 4170.41 -196.58 1450.96
32.966 86271.52 76110.93 79041.29 91752.50 84682.33 65233.10 46779.79 50251.71 58828.00 66070.46 3306.83 4166.86 -200.29 1445.80
32.974 86267.18 76106.75 79038.14 91748.97 84679.34 65230.53 46777.60 50249.34 58833.66 66078.93 3313.13 4174.12 -193.43 1452.93
32.982 86291.99 76131.52 79062.26 91772.49 84701.04 65251.51 46796.98 50268.16 58838.24 66085.53 3316.44 4177.83 -189.70 1456.73
32.991 86277.44 76117.10 79048.26 91758.45 84687.38 65238.37 46784.37 50255.98 58838.64 66087.96 3315.55 4176.98 -191.04 1455.57
32.999 86273.69 76113.37 79043.97 91754.31 84683.27 65233.86 46780.39 50251.55 58826.42 66078.95 3303.99 4165.36 -202.48 1443.68
33.007 86261.73 76102.01 79032.37 91742.11 84670.71 65220.20 46765.97 50237.65 58811.64 66077.03 3287.36 4149.71 -219.43 1427.74
33.016 86271.21 76111.47 79040.80 91750.51 84680.05 65229.61 46776.26 50248.80 58823.44 66093.15 3302.98 4166.59 -201.12 1445.67
33.024 86293.13 76133.10 79061.23 91770.07 84697.98 65246.80 46792.28 50261.92 58831.78 66101.37 3305.06 4166.41 -203.98 1443.21
33.032 86277.02 76118.13 79047.97 91757.96 84688.37 65238.91 46786.81 50260.09 58846.94 66120.51 3323.15 4185.77 -183.51 1463.35
33.041 86276.44 76117.19 79045.67 91754.45 84682.36 65231.91 46777.13 50247.71 58821.95 66096.21 3293.66 4154.74 -217.17 1428.75
33.049 86272.88 76114.48 79044.46 91753.89 84683.54 65233.95 46781.42 50254.32 58841.64 66122.18 3321.34 4185.90 -183.13 1464.51
33.057 86287.50 76127.83 79055.86 91763.37 84690.87 65238.53 46783.61 50253.72 58820.92 66102.18 3296.39 4160.11 -209.93 1437.24
33.066 86280.86 76121.79 79050.59 91758.94 84686.83 65235.49 46781.84 50252.71 58837.91 66119.79 3308.93 4171.42 -199.96 1447.12
33.074 86280.95 76122.69 79052.49 91761.31 84690.63 65240.27 46788.06 50261.25 58841.39 66128.31 3317.98 4182.03 -188.13 1460.13
33.083 86254.89 76096.13 79025.20 91732.79 84661.72 65209.99 46756.50 50227.99 58819.46 66109.04 3294.71 4158.14 -212.72 1433.77
33.091 86266.24 76107.20 79035.84 91743.12 84670.55 65217.94 46764.39 50235.46 58801.52 66091.63 3272.21 4135.50 -235.86 1411.20
33.099 86283.50 76124.74 79054.16 91761.22 84689.04 65236.43 46783.45 50254.97 58839.58 66134.65 3316.24 4180.36 -190.44 1457.02
33.108 86284.48 76126.33 79055.73 91763.19 84691.27 65238.82 46786.85 50260.22 58817.19 66115.39 3293.69 4159.70 -210.02 1438.31
33.116 86280.62 76122.44 79052.51 91759.74 84688.23 65235.71 46783.56 50256.22 58860.37 66158.19 3332.02 4195.09 -177.63 1469.34
33.125 86257.57 76098.88 79028.30 91734.76 84662.04 65208.49 46755.58 50226.87 58810.59 66112.50 3283.63 4148.33 -223.79 1423.67
33.133 86272.08 76113.43 79042.00 91748.12 84674.93 65221.12 46768.19 50239.57 58808.15 66111.32 3278.42 4142.72 -229.17 1418.44
33.141 86301.40 76141.93 79072.20 91778.70 84706.05 65252.68 46800.78 50273.97 58846.67 66155.13 3323.03 4188.99 -182.86 1465.51
33.150 86277.93 76119.94 79049.76 91756.06 84683.25 65229.90 46778.07 50250.63 58838.33 66147.39 3310.87 4175.69 -196.78 1450.45
33.158 86272.08 76113.43 79042.00 91748.12 84674.93 65221.12 46768.19 50239.57 58808.15 66111.32 3278.42 4142.72 -229.17 1418.44
33.166 86301.40 76141.93 79072.20 91778.70 84706.05 65252.68 46800.78 50273.97 58846.67 66155.13 3323.03 4188.99 -182.86 1465.51
33.175 86277.93 76119.94 79049.76 91756.06 84683.25 65229.90 46778.07 50250.63 58838.33 66147.39 3310.87 4175.69 -196.78 1450.45
33.183 86293.40 76134.56 79064.38 91769.83 84696.19 65242.31 46790.36 50262.61 58835.29 66146.55 3306.99 4171.64 -200.90 1446.45
33.191 86263.99 76105.03 79034.74 91740.08 84667.04 65212.96 46760.92 50232.71 58830.19 66145.43 3303.90 4170.14 -202.19 1446.18
33.200 86262.76 76103.33 79032.93 91736.66 84662.55 65206.74 46753.12 50223.25 58805.34 66121.82 3275.94 4141.51 -231.34 1416.59
33.208 86258.27 76098.88 79029.80 91734.42 84661.50 65206.68 46755.33 50228.39 58802.77 66122.47 3274.60 4141.49 -231.01 1417.46
33.216 86280.28 76121.35 79052.40 91757.04 84683.81 65229.57 46779.00 50252.26 58815.96 66139.08 3288.66 4154.70 -218.82 1428.54
33.224 86295.37 76136.88 79068.00 91772.95 84699.68 65245.48 46795.55 50269.39 58852.17 66178.64 3327.24 4194.46 -178.37 1470.52
33.233 86283.17 76124.19 79055.19 91759.45 84685.73 65230.64 46779.65 50252.71 58837.08 66164.14 3308.01 4174.05 -199.15 1449.00
33.241 86274.36 76115.80 79047.01 91751.63 84678.85 65224.02 46774.00 50247.86 58835.76 66166.44 3309.09 4176.18 -197.39 1450.94
33.249 86283.86 76124.70 79055.33 91758.72 84684.66 65229.03 46778.24 50250.95 58820.43 66153.63 3293.22 4160.55 -213.08 1435.32
33.258 86289.16 76130.94 79061.99 91765.44 84691.34 65236.23 46785.64 50257.92 58843.92 66178.98 3314.67 4181.45 -193.32 1454.74
33.266 86281.94 76123.16 79054.59 91757.49 84683.61 65227.96 46777.48 50249.92 58838.53 66176.34 3310.20 4177.03 -197.12 1451.14
33.274 86277.42 76118.69 79050.05 91752.61 84677.97 65222.48 46771.99 50244.26 58816.18 66156.43 3287.05 4154.27 -220.14 1428.10
33.283 86277.33 76117.99 79049.18 91751.30 84675.72 65219.93 46768.66 50239.64 58829.79 66172.65 3299.79 4166.68 -208.27 1440.03
33.291 86268.08 76109.95 79041.85 91744.72 84671.45 65217.47 46768.32 50242.65 58819.29 66165.54 3292.88 4161.27 -212.01 1436.21
33.299 86273.53 76114.73 79045.51 91746.83 84671.49 65215.68 46763.94 50234.81 58818.28 66166.06 3288.50 4157.09 -217.30 1431.88
33.308 86271.07 76112.29 79045.85 91747.03 84674.29 65219.62 46771.49 50245.20 58845.30 66210.09 3318.47 4188.81 -185.63 1464.42
33.316 86275.95 76116.85 79050.16 91750.92 84676.95 65220.98 46772.30 50245.18 58816.07 66181.86 3285.30 4153.94 -222.65 1425.39
33.324 86289.22 76129.95 79062.39 91762.36 84687.27 65230.55 46780.57 50252.00 58840.79 66210.07 3312.62 4182.48 -193.21 1455.75
33.333 86281.87 76122.93 79055.37 91755.83 84681.44 65224.76 46775.76 50248.42 58831.38 66202.34 3300.79 4170.16 -205.64 1443.25
33.341 86267.18 76108.47 79041.11 91741.55 84668.05 65210.68 46762.20 50234.83 58815.78 66190.00 3286.20 4155.68 -220.90 1428.39
33.349 86275.43 76116.56 79049.85 91749.84 84676.03 65218.79 46770.58 50242.97 58840.50 66216.69 3310.09 4179.66 -196.72 1451.61
33.358 86279.50 76120.34 79053.27 91752.84 84677.68 65219.53 46771.03 50241.85 58812.51 66190.65 3280.99 4150.32 -226.04 1422.44
33.366 86279.52 76120.90 79055.26 91755.25 84681.57 65224.78 46777.75 50251.17 58837.06 66218.12 3306.54 4176.78 -199.96 1449.06
33.374 86282.61 76122.42 79055.01 91753.62 84677.66 65219.13 46770.31 50241.54 58813.59 66195.99 3279.83 4149.62 -227.54 1421.75
33.383 86285.62 76126.47 79059.84 91758.11 84682.67 65223.53 46775.09 50246.30 58842.84 66229.63 3312.84 4183.06 -194.26 1454.16
33.391 86277.55 76118.73 79053.94 91754.00 84680.84 65223.33 46777.55 50252.13 58825.25 66213.31 3293.04 4163.06 -214.67 1433.64
33.399 86265.17 76104.99 79038.36 91736.43 84660.74 65201.36 46752.83 50223.52 58829.32 66220.93 3298.38 4168.47 -208.47 1440.08
33.408 86293.38 76133.30 79067.46 91766.29 84691.97 65234.04 46787.50 50261.85 58817.32 66210.54 3285.39 4155.46 -222.15 1426.98
33.416 86272.70 76112.27 79046.97 91745.15 84671.09 65213.07 46766.15 50239.99 58847.14 66244.63 3318.34 4189.88 -187.49 1461.96
33.424 86280.80 76120.07 79053.29 91750.98 84675.40 65216.33 46768.66 50240.66 58811.13 66209.56 3278.58 4149.69 -228.52 1420.95
33.433 86304.60 76143.72 79077.43 91774.90 84699.61 65240.56 46792.62 50265.56 58837.08 66239.17 3306.94 4179.15 -198.64 1451.14
33.441 86280.04 76118.98 79053.47 91750.27 84674.76 65214.86 46766.96 50239.14 58842.33 66245.81 3309.98 4181.65 -196.43 1452.57
33.449 86267.85 76107.18 79041.76 91738.51 84663.04 65203.32 46755.92 50228.17 58820.72 66225.47 3286.29 4156.22 -223.36 1425.24
33.458 86304.60 76143.72 79077.43 91774.90 84699.61 65240.56 46792.62 50265.56 58837.08 66239.17 3306.94 4179.15 -198.64 1451.14
33.466 86280.04 76118.98 79053.47 91750.27 84674.76 65214.86 46766.96 50239.14 58842.33 66245.81 3309.98 4181.65 -196.43 1452.57
33.474 86267.85 76107.18 79041.76 91738.51 84663.04 65203.32 46755.92 50228.17 58820.72 66225.47 3286.29 4156.22 -223.36 1425.24
33.483 86286.74 76126.15 79061.14 91758.45 84683.99 65224.96 46778.98 50253.72 58817.97 66226.79 3285.95 4158.30 -219.99 1430.38
33.491 86292.60 76131.07 79065.16 91761.15 84684.34 65223.49 46774.96 50245.58 58842.73 66253.45 3309.13 4180.45 -199.44 1449.09
33.499 86266.89 76104.78 79038.38 91733.55 84656.20 65194.14 46745.21 50214.96 58811.60 66222.41 3272.92 4143.75 -236.91 1412.94
33.508 86275.88 76114.73 79051.50 91749.11 84676.45 65216.69 46773.04 50249.34 58811.13 66229.47 3283.38 4157.51 -220.68 1429.46
33.516 86295.48 76134.47 79069.70 91765.38 84689.82 65227.87 46780.90 50253.38 58845.35 66263.20 3310.94 4182.50 -198.06 1451.05
33.524 86273.55 76111.98 79048.20 91744.32 84669.35 65208.15 46763.29 50238.45 58825.12 66246.70 3293.40 4167.30 -212.05 1438.04
33.533 86314.57 76152.62 79087.40 91782.14 84704.95 65241.61 46794.70 50266.82 58839.29 66262.62 3304.84 4177.79 -202.31 1447.34
33.541 86269.28 76107.60 79043.97 91739.76 84664.45 65201.38 46756.25 50230.65 58842.62 66268.16 3307.59 4180.98 -198.89 1451.16
33.549 86274.11 76111.94 79047.28 91742.00 84665.46 65201.13 46754.91 50228.68 58806.88 66234.63 3271.20 4143.79 -237.80 1411.67
33.558 86283.68 76122.15 79058.25 91753.33 84677.93 65213.18 46769.15 50244.02 58824.25 66255.53 3290.76 4164.55 -215.78 1434.53
33.566 86298.03 76135.34 79070.79 91763.99 84687.12 65220.33 46774.87 50247.77 58826.42 66260.03 3291.92 4166.05 -214.58 1435.97
33.574 86268.75 76106.75 79042.38 91736.61 84659.98 65193.11 46748.52 50221.75 58817.05 66251.04 3278.08 4151.05 -230.85 1418.82
33.583 86282.16 76120.01 79056.96 91752.10 84677.19 65211.10 46767.94 50243.88 58829.50 66269.46 3297.53 4172.69 -207.69 1442.87
33.591 86277.09 76114.51 79050.41 91743.61 84666.46 65198.34 46753.50 50226.87 58818.06 66258.82 3281.41 4155.06 -226.89 1422.49
33.600 86287.34 76125.15 79061.50 91754.94 84678.35 65209.74 46766.06 50239.77 58808.31 66250.30 3269.17 4143.05 -239.28 1410.46
33.608 86292.75 76131.03 79069.39 91762.32 84687.25 65217.88 46777.82 50253.36 58837.99 66295.03 3303.74 4179.60 -201.72 1448.19
33.616 86283.55 76120.81 79058.43 91750.33 84673.95 65203.19 46762.24 50236.13 58824.27 66282.69 3286.98 4162.19 -220.34 1429.17
33.624 86282.87 76120.56 79058.05 91750.22 84673.57 65201.94 46760.90 50234.32 58819.35 66280.05 3281.91 4157.38 -225.24 1424.48
33.633 86307.19 76144.91 79082.57 91774.41 84697.15 65226.06 46785.20 50259.19 58842.24 66305.27 3304.97 4180.63 -202.55 1447.72
33.641 86271.10 76108.61 79046.94 91738.53 84661.84 65189.89 46749.43 50223.79 58821.79 66288.41 3285.06 4161.18 -221.93 1428.16
33.649 86294.94 76131.76 79069.50 91759.88 84682.40 65209.02 46768.23 50241.51 58809.34 66277.64 3271.36 4148.24 -234.22 1416.12
33.658 86284.51 76121.91 79060.62 91751.50 84675.00 65202.56 46762.58 50236.73 58850.00 66320.64 3311.77 4187.11 -197.77 1451.39
33.666 86279.97 76117.55 79055.01 91745.01 84666.31 65192.86 46750.75 50222.74 58794.25 66265.75 3251.93 4126.60 -259.17 1390.19
33.674 86286.18 76123.40 79062.01 91753.13 84676.54 65203.91 46764.25 50239.95 58824.74 66300.33 3285.15 4162.43 -220.95 1430.29
33.683 86291.39 76128.88 79068.38 91759.45 84682.91 65211.10 46772.19 50247.97 58836.99 66317.80 3304.46 4183.31 -199.49 1452.46
33.691 86293.11 76130.67 79069.68 91760.53 84684.17 65211.82 46772.59 50247.86 58831.45 66313.33 3295.83 4172.80 -211.18 1438.65
33.699 86289.36 76126.17 79064.47 91754.43 84676.88 65203.15 46763.25 50237.78 58836.92 66320.02 3297.55 4173.85 -210.78 1439.54
33.708 86289.83 76126.67 79065.34 91755.25 84677.68 65203.93 46764.28 50238.25 58823.53 66309.42 3285.15 4162.32 -222.51 1428.16
33.716 86288.71 76125.35 79064.07 91754.07 84676.66 65202.43 46763.16 50237.89 58823.82 66311.66 3285.15 4161.83 -222.91 1428.05
33.724 86295.48 76131.81 79070.39 91759.28 84680.86 65205.60 46765.86 50239.39 58829.21 66319.55 3289.51 4167.10 -217.82 1432.75
